time,open,high,low,close,bid,ask,macd_line,macd_signal,stoch_line,stoch_signal,signal,action,position,P/L,Total profit,Executed price,Take Profit,Stop Loss
2021-10-14 21:20:00+00:00,1.15912,1.15924,1.15912,1.15924,1.15913,1.15913,4.738352929711809e-05,6.35211986453061e-06,100.0,87.92717086834097,0,hold,0.0,0,0,,,
2021-10-14 21:25:00+00:00,1.15924,1.1593,1.1592,1.15921,1.15922,1.15923,5.9616263854200824e-05,2.0660940496150545e-05,84.48275862070352,88.94523326571532,0,hold,0.0,0,0,,,
2021-10-14 21:30:00+00:00,1.15921,1.15924,1.15916,1.15924,1.15919,1.15919,6.820805091178883e-05,2.9868585062043167e-05,88.46153846154996,90.98143236075116,0,hold,0.0,0,0,,,
2021-10-14 21:35:00+00:00,1.15923,1.15936,1.15923,1.15931,1.15923,1.15923,8.034619072594396e-05,4.043049153262225e-05,91.37931034484805,88.10786914236718,0,hold,0.0,0,0,,,
2021-10-14 21:40:00+00:00,1.15931,1.15946,1.15929,1.15941,1.1593,1.1593,0.00010162176920514021,5.885737014773838e-05,92.6470588235467,90.82930254331491,0,hold,0.0,0,0,,,
2021-10-14 21:45:00+00:00,1.15941,1.15955,1.15937,1.15954,1.1594,1.1594,0.00013187054133600995,8.407931745837727e-05,98.5714285714195,94.19926591327142,0,hold,0.0,0,0,,,
2021-10-14 21:50:00+00:00,1.15954,1.15976,1.15954,1.15976,1.15955,1.15955,0.00016114663512212246,9.543351209584814e-05,100.0,97.0728291316554,0,hold,0.0,0,0,,,
2021-10-14 21:55:00+00:00,1.15976,1.15993,1.15974,1.15992,1.1598,1.1598,0.00019072605601455628,0.0001058411017457007,98.9690721649645,99.180166912128,0,hold,0.0,0,0,,,
2021-10-14 22:00:00+00:00,1.15992,1.15995,1.15972,1.15979,1.1599,1.1599,0.00021145552923362843,0.0001320915575987403,83.83838383839087,94.26915200111846,0,hold,0.0,0,0,,,
2021-10-14 22:05:00+00:00,1.15979,1.15982,1.15969,1.1598,1.15978,1.15978,0.00021998973522818766,0.00014650880187330002,84.84848484847602,89.21864695061045,0,hold,0.0,0,0,,,
2021-10-14 22:10:00+00:00,1.1598,1.15995,1.15979,1.1598,1.15981,1.15981,0.0002303140422115213,0.00016825227754858646,84.84848484847602,84.51178451178097,0,hold,0.0,0,0,,,
2021-10-14 22:15:00+00:00,1.1598,1.1598,1.15973,1.15974,1.15978,1.15978,0.00022908156185863504,0.0001822584514565494,76.92307692307129,82.20668220667444,0,hold,0.0,0,0,,,
2021-10-14 22:20:00+00:00,1.15974,1.15974,1.15958,1.15959,1.15971,1.15971,0.00021334619666601995,0.0001898217361488646,60.43956043954382,74.07037407036371,0,hold,0.0,0,0,,,
2021-10-14 22:25:00+00:00,1.15959,1.15964,1.15958,1.15963,1.1596,1.1596,0.0002046817540253265,0.00019751384208815923,61.44578313252335,66.2694734983795,0,hold,0.0,0,0,,,
2021-10-14 22:30:00+00:00,1.15962,1.1597,1.15958,1.15964,1.15962,1.15962,0.00018998762356825516,0.00019210513208182622,60.75949367088536,60.88161241431751,0,hold,0.0,0,0,,,
2021-10-14 22:35:00+00:00,1.15965,1.1598,1.15964,1.15976,1.15965,1.15965,0.00019361660130301495,0.0001987010863953225,75.94936708859265,66.05154796400046,0,hold,0.0,0,0,,,
2021-10-14 22:40:00+00:00,1.15976,1.16022,1.15976,1.16009,1.15978,1.15978,0.00021419214096196626,0.0001992074680234705,86.86868686869117,74.52584920938973,0,hold,0.0,0,0,,,
2021-10-14 22:45:00+00:00,1.16009,1.16016,1.16004,1.16013,1.16008,1.16008,0.00022778428672154405,0.0001987386415319358,90.32258064517053,84.38021153415146,0,hold,0.0,0,0,,,
2021-10-14 22:50:00+00:00,1.16012,1.16014,1.15982,1.15994,1.16012,1.16012,0.00022306064274557613,0.00020127178163790096,67.05882352940561,81.41669701442244,0,hold,0.0,0,0,,,
2021-10-14 22:55:00+00:00,1.15994,1.15994,1.15972,1.15974,1.15993,1.15993,0.00020309997566281268,0.00020246747084615215,29.41176470587851,62.26438962681822,0,hold,0.0,0,0,,,
2021-10-14 23:00:00+00:00,1.15973,1.15973,1.1596,1.15966,1.15973,1.15973,0.00017506747744544526,0.00019311075677976984,12.499999999978316,36.323529411754144,0,hold,0.0,0,0,,,
2021-10-14 23:05:00+00:00,1.15971,1.15972,1.15958,1.15961,1.1597,1.1597,0.00014283622548894037,0.00017445654915966772,4.687499999996206,15.533088235284344,0,hold,0.0,0,0,,,
2021-10-14 23:10:00+00:00,1.15961,1.15966,1.15958,1.15958,1.15963,1.15963,0.00012745687908188863,0.00017502402455529654,0.0,5.729166666658173,0,hold,0.0,0,0,,,
2021-10-14 23:15:00+00:00,1.15958,1.15964,1.15958,1.15964,1.15959,1.15959,0.00010543221940850778,0.00015303259313303677,9.374999999992411,4.68749999999621,0,hold,0.0,0,0,,,
2021-10-14 23:20:00+00:00,1.15965,1.15994,1.15964,1.1599,1.15965,1.15965,0.00011049960567421913,0.00014119513630451064,49.999999999982656,19.791666666658355,0,hold,0.0,0,0,,,
2021-10-14 23:25:00+00:00,1.15989,1.1599,1.15975,1.15978,1.1599,1.1599,0.00010996107199523486,0.00013996082228955018,31.249999999997833,30.208333333324305,0,hold,0.0,0,0,,,
2021-10-14 23:30:00+00:00,1.15977,1.15982,1.15976,1.15978,1.15977,1.15977,0.00010785167058169343,0.00013723733049917242,31.249999999997833,37.499999999992774,0,hold,0.0,0,0,,,
2021-10-14 23:35:00+00:00,1.15979,1.15979,1.15973,1.15974,1.15979,1.15979,0.00010160326104746709,0.00013303113392191295,24.999999999991328,29.166666666662334,0,hold,0.0,0,0,,,
2021-10-14 23:40:00+00:00,1.15972,1.15981,1.15965,1.15975,1.15972,1.15972,9.607396805511037e-05,0.0001277899108269672,26.562500000001627,27.6041666666636,0,hold,0.0,0,0,,,
2021-10-14 23:45:00+00:00,1.15975,1.15976,1.15964,1.15966,1.15975,1.15975,8.478284523882884e-05,0.00012266494162778077,12.499999999978316,21.35416666665709,0,hold,0.0,0,0,,,
2021-10-14 23:50:00+00:00,1.15967,1.15974,1.15966,1.15974,1.15967,1.15967,8.072198484110338e-05,0.00011648547915221342,27.586206896539842,22.216235632173262,0,hold,0.0,0,0,,,
2021-10-14 23:55:00+00:00,1.15974,1.15976,1.1597,1.15973,1.15976,1.15976,7.798147997806204e-05,0.00011335843100693943,26.785714285696585,22.290640394071584,0,hold,0.0,0,0,,,
2021-10-15 00:00:00+00:00,1.15959,1.15964,1.15959,1.15964,1.15959,1.15966,5.925410680363008e-05,9.579032726278247e-05,16.666666666656386,23.67952928296427,0,hold,0.0,0,0,,,
2021-10-15 00:05:00+00:00,1.15963,1.15964,1.15962,1.15963,1.15963,1.15971,5.40682369929435e-05,9.532427853492372e-05,13.888888888859762,19.11375661373758,0,hold,0.0,0,0,,,
2021-10-15 00:10:00+00:00,1.15962,1.15964,1.15962,1.15963,1.15963,1.1598,4.024686315506898e-05,7.961425495523914e-05,13.888888888859762,14.814814814791971,0,hold,0.0,0,0,,,
2021-10-15 00:15:00+00:00,1.15964,1.15964,1.15962,1.15962,1.15964,1.1598,2.926132400493664e-05,6.691328699176595e-05,11.111111111124817,12.962962962948113,0,hold,0.0,0,0,,,
2021-10-15 00:20:00+00:00,1.15963,1.15977,1.15963,1.15977,1.15964,1.15983,3.406904419667178e-05,6.0278326472912474e-05,52.777777777765785,25.92592592591679,0,hold,0.0,0,0,,,
2021-10-15 00:25:00+00:00,1.15975,1.15976,1.15974,1.15975,1.15975,1.15987,3.374353668461616e-05,5.230845481155066e-05,45.71428571432197,36.534391534404186,0,hold,0.0,0,0,,,
2021-10-15 00:30:00+00:00,1.15975,1.15976,1.15974,1.15974,1.15974,1.15987,3.5142794927667254e-05,5.0140601302930886e-05,48.38709677421897,48.959720088768904,0,hold,0.0,0,0,,,
2021-10-15 00:35:00+00:00,1.15975,1.15976,1.15974,1.15975,1.15976,1.15987,3.5112611619148026e-05,4.6345043300716654e-05,69.56521739132114,54.55553329328736,0,hold,0.0,0,0,,,
2021-10-15 00:40:00+00:00,1.15975,1.15989,1.15972,1.15972,1.15975,1.15987,3.2619485257789904e-05,4.3426159968120416e-05,43.333333333367875,53.76188249963599,0,hold,0.0,0,0,,,
2021-10-15 00:45:00+00:00,1.15971,1.15972,1.15969,1.15972,1.1597,1.15989,2.9629257735308556e-05,3.969329807328891e-05,43.333333333367875,52.077294686018966,0,hold,0.0,0,0,,,
2021-10-15 00:50:00+00:00,1.15971,1.15971,1.15968,1.15969,1.1597,1.15991,2.0418920729792234e-05,2.981762140037668e-05,33.333333333382676,40.00000000003947,0,hold,0.0,0,0,,,
2021-10-15 00:55:00+00:00,1.15968,1.15973,1.15968,1.15972,1.15969,1.15995,2.3257928898123836e-05,3.314006393921128e-05,43.333333333367875,40.00000000003947,0,hold,0.0,0,0,,,
