time,open,high,low,close,bid,ask
2017-01-02 00:15:00,1.34295,1.34308,1.3419400000000001,1.3428,1.34277,1.34477
2017-01-02 00:30:00,1.34279,1.34303,1.34265,1.34277,1.3428,1.3448
2017-01-02 00:45:00,1.34277,1.34284,1.34273,1.34277,1.34277,1.34477
2017-01-02 01:00:00,1.34301,1.3444099999999999,1.34244,1.34265,1.34277,1.34477
2017-01-02 01:15:00,1.34265,1.3428,1.34249,1.34252,1.34265,1.34452
2017-01-02 01:30:00,1.34252,1.3427,1.34249,1.3427,1.34252,1.34452
2017-01-02 01:45:00,1.34259,1.3431,1.3421699999999999,1.3427,1.3427,1.34433
2017-01-02 02:00:00,1.34257,1.3427,1.34252,1.3427,1.3427,1.34433
2017-01-02 02:15:00,1.34259,1.34338,1.34196,1.34245,1.3427,1.34433
2017-01-02 02:30:00,1.34274,1.34277,1.34213,1.3425099999999999,1.34245,1.34445
2017-01-02 02:45:00,1.34247,1.34295,1.34192,1.34281,1.3425099999999999,1.34451
2017-01-02 03:00:00,1.3427799999999999,1.34284,1.34249,1.3428200000000001,1.34281,1.34481
2017-01-02 03:15:00,1.34283,1.34283,1.3426,1.34275,1.3428200000000001,1.34442
2017-01-02 03:30:00,1.34275,1.3428200000000001,1.34249,1.34277,1.3428200000000001,1.3443800000000001
2017-01-02 03:45:00,1.34277,1.3428200000000001,1.34141,1.34244,1.34277,1.34432
2017-01-02 04:00:00,1.34209,1.34254,1.34043,1.34043,1.34264,1.34452
2017-01-02 04:15:00,1.34087,1.34147,1.34062,1.34147,1.34043,1.34243
2017-01-02 04:30:00,1.3412600000000001,1.34147,1.34121,1.3413599999999999,1.34147,1.34283
2017-01-02 04:45:00,1.34143,1.34161,1.34107,1.34149,1.34147,1.34284
2017-01-02 05:00:00,1.34149,1.34193,1.34056,1.34121,1.34149,1.3426
2017-01-02 05:15:00,1.34123,1.34168,1.34083,1.3415599999999999,1.34121,1.34321
2017-01-02 05:30:00,1.34157,1.3422100000000001,1.34152,1.34202,1.3415599999999999,1.34356
2017-01-02 05:45:00,1.34202,1.34263,1.3409900000000001,1.34211,1.34202,1.34347
2017-01-02 06:00:00,1.34211,1.34239,1.34125,1.34183,1.34211,1.3440400000000001
2017-01-02 06:15:00,1.34183,1.34317,1.34141,1.3425799999999999,1.34183,1.34383
2017-01-02 06:30:00,1.3425799999999999,1.3431,1.34141,1.34223,1.3425799999999999,1.34403
2017-01-02 06:45:00,1.34243,1.34288,1.3403,1.3424,1.34243,1.34388
2017-01-02 07:00:00,1.34238,1.34266,1.34096,1.34219,1.3424,1.34363
2017-01-02 07:15:00,1.34225,1.3423,1.3413599999999999,1.34164,1.34219,1.34364
2017-01-02 07:30:00,1.34146,1.34175,1.34103,1.3415599999999999,1.34169,1.34314
2017-01-02 07:45:00,1.34169,1.34171,1.34135,1.34167,1.34168,1.34313
2017-01-02 08:00:00,1.34148,1.34207,1.34131,1.34183,1.34167,1.3431199999999999
2017-01-02 08:15:00,1.34185,1.34199,1.34054,1.34139,1.34183,1.34337
2017-01-02 08:30:00,1.34151,1.34266,1.34121,1.34213,1.34139,1.34284
2017-01-02 08:45:00,1.34201,1.34345,1.34201,1.34344,1.34213,1.34351
2017-01-02 09:00:00,1.34352,1.34403,1.3430900000000001,1.34353,1.34344,1.34405
2017-01-02 09:15:00,1.34351,1.34409,1.3434300000000001,1.34408,1.34353,1.34467
