time,open,high,low,close,bid,ask
2017-01-02,1.34205,1.34522,1.33661,1.34331,1.34287,1.34352
2017-01-03,1.34306,1.34602,1.33981,1.34257,1.34306,1.34506
2017-01-04,1.34249,1.34569,1.32813,1.32999,1.34249,1.34371
2017-01-05,1.32993,1.3312599999999999,1.31911,1.32233,1.33004,1.33033
2017-01-06,1.32211,1.32676,1.31769,1.32346,1.32188,1.32363
2017-01-09,1.32394,1.32768,1.31965,1.32144,1.3244500000000001,1.3251
2017-01-10,1.3216700000000001,1.32569,1.31915,1.32304,1.32128,1.3221
2017-01-11,1.32269,1.32939,1.3118699999999999,1.31799,1.32246,1.32361
2017-01-12,1.3177699999999999,1.31849,1.3029,1.3143099999999999,1.31766,1.31851
2017-01-13,1.31418,1.31674,1.31106,1.3111,1.31418,1.31473
2017-01-16,1.31301,1.31874,1.31179,1.31722,1.3131300000000001,1.31393
2017-01-17,1.31719,1.3189,1.3018100000000001,1.304,1.31731,1.31829
2017-01-18,1.30401,1.32708,1.30307,1.32679,1.30401,1.30446
2017-01-19,1.32678,1.33529,1.32519,1.33165,1.32688,1.3272300000000001
2017-01-20,1.33131,1.33871,1.32836,1.33122,1.33165,1.33205
2017-01-23,1.33139,1.33345,1.32207,1.32345,1.33139,1.3320400000000001
2017-01-24,1.3232,1.32989,1.31054,1.31573,1.32341,1.32403
2017-01-25,1.31531,1.3163,1.30607,1.3069600000000001,1.31522,1.31677
2017-01-26,1.30702,1.31302,1.30529,1.30873,1.3064200000000001,1.30749
2017-01-27,1.30866,1.31532,1.3082799999999999,1.3149600000000001,1.30863,1.30932
2017-01-30,1.31296,1.31687,1.30761,1.31154,1.3121,1.3139
2017-01-31,1.31172,1.31233,1.2968199999999999,1.30285,1.31164,1.31203
2017-02-01,1.30249,1.31021,1.30239,1.30476,1.30295,1.30336
2017-02-02,1.30384,1.3051,1.29799,1.30239,1.30384,1.30541
2017-02-03,1.30237,1.3076400000000001,1.29918,1.3020800000000001,1.30253,1.30332
2017-02-06,1.30236,1.31351,1.30066,1.30835,1.3027199999999999,1.30336
2017-02-07,1.30781,1.32116,1.30734,1.3182,1.30781,1.30874
2017-02-08,1.3179,1.32,1.31341,1.3143099999999999,1.31788,1.31903
2017-02-09,1.31422,1.31678,1.30939,1.31436,1.31413,1.31468
2017-02-10,1.31425,1.31577,1.30625,1.3073000000000001,1.31436,1.31466
2017-02-13,1.30808,1.31208,1.30536,1.30705,1.30816,1.31003
2017-02-14,1.30707,1.31066,1.3024200000000001,1.30731,1.30707,1.30755
2017-02-15,1.3070300000000001,1.31198,1.30639,1.30761,1.30707,1.30813
2017-02-16,1.30756,1.308,1.30087,1.30691,1.3075999999999999,1.30865
2017-02-17,1.30641,1.31259,1.30597,1.30824,1.30641,1.30756
2017-02-20,1.30914,1.3119,1.30737,1.3103,1.30965,1.31078
2017-02-21,1.30995,1.31644,1.30973,1.31383,1.30995,1.3109199999999999
2017-02-22,1.31373,1.32093,1.31095,1.31636,1.31398,1.31453
2017-02-23,1.31563,1.31698,1.3082099999999999,1.31029,1.31579,1.31663
2017-02-24,1.31013,1.31182,1.30556,1.30876,1.3100800000000001,1.31073
2017-02-27,1.30957,1.3180399999999999,1.3083,1.31783,1.30971,1.31034
2017-02-28,1.31768,1.33137,1.31641,1.32999,1.31789,1.31807
2017-03-01,1.32905,1.33572,1.32837,1.33246,1.32944,1.33008
2017-03-02,1.33227,1.34015,1.3321100000000001,1.33901,1.33228,1.33294
2017-03-03,1.33826,1.34366,1.3368,1.3368,1.33881,1.33929
2017-03-06,1.33681,1.34244,1.33681,1.34079,1.3378700000000001,1.33834
2017-03-07,1.34006,1.3435000000000001,1.33826,1.34125,1.34079,1.3413
2017-03-08,1.3403399999999999,1.34996,1.33969,1.3488,1.34101,1.34144
2017-03-09,1.34842,1.35345,1.34821,1.35099,1.34842,1.34962
2017-03-10,1.35098,1.35142,1.34208,1.34689,1.35099,1.3514
2017-03-13,1.34554,1.34757,1.34301,1.34455,1.34554,1.34572
2017-03-14,1.34455,1.3495,1.34386,1.34821,1.34455,1.34479
2017-03-15,1.34823,1.3484099999999999,1.3295,1.33002,1.34823,1.3484099999999999
2017-03-16,1.33007,1.33522,1.32758,1.3313,1.33002,1.33017
2017-03-17,1.33133,1.33773,1.33038,1.33412,1.3313,1.3315299999999999
2017-03-20,1.33446,1.33727,1.33033,1.33539,1.33441,1.3351199999999999
2017-03-21,1.33536,1.33644,1.32632,1.33533,1.33539,1.33561
2017-03-22,1.3353,1.34089,1.33197,1.3332600000000001,1.3353,1.33549
2017-03-23,1.33327,1.33566,1.33156,1.33527,1.3332600000000001,1.33345
2017-03-24,1.33529,1.33853,1.33459,1.33765,1.33529,1.33552
2017-03-27,1.33537,1.34032,1.3320699999999999,1.33753,1.33483,1.3373300000000001
2017-03-28,1.33707,1.3414,1.33537,1.33812,1.3372600000000001,1.33799
2017-03-29,1.33804,1.34006,1.33221,1.33246,1.3376299999999999,1.33862
2017-03-30,1.33232,1.33515,1.32771,1.3336299999999999,1.3324500000000001,1.33296
2017-03-31,1.33378,1.33676,1.3284,1.33152,1.33378,1.33456
2017-04-03,1.33,1.33994,1.32945,1.33786,1.3317700000000001,1.33224
