time,open,high,low,close,bid,ask,signal,action,position,P/L,Total profit,Executed price,Take Profit,Stop Loss
2022-01-03 01:00:00+00:00,1.13753,1.13784,1.13693,1.13729,1.13753,1.13783,0,hold,0.0,0,0,,,
2022-01-03 02:00:00+00:00,1.13729,1.13757,1.13609,1.1362,1.13729,1.13729,0,hold,0.0,0,0,,,
2022-01-03 03:00:00+00:00,1.1362,1.13652,1.135,1.13586,1.1362,1.1362,0,hold,0.0,0,0,,,
2022-01-03 04:00:00+00:00,1.13587,1.13588,1.13424,1.13426,1.13587,1.13587,0,hold,0.0,0,0,,,
2022-01-03 05:00:00+00:00,1.13426,1.13501,1.13413,1.13482,1.13426,1.13426,0,hold,0.0,0,0,,,
2022-01-03 06:00:00+00:00,1.13482,1.13491,1.13387,1.13405,1.13482,1.13482,0,hold,0.0,0,0,,,
2022-01-03 07:00:00+00:00,1.13405,1.13413,1.13362,1.1338,1.13405,1.13405,0,hold,0.0,0,0,,,
2022-01-03 08:00:00+00:00,1.13381,1.13463,1.13378,1.13431,1.13381,1.13381,0,hold,0.0,0,0,,,
2022-01-03 09:00:00+00:00,1.13432,1.13501,1.1335,1.13481,1.13432,1.13432,0,hold,0.0,0,0,,,
2022-01-03 10:00:00+00:00,1.13479,1.13479,1.13353,1.13466,1.13479,1.13479,0,hold,0.0,0,0,,,
2022-01-03 11:00:00+00:00,1.13464,1.13564,1.13357,1.13516,1.13464,1.13465,0,hold,0.0,0,0,,,
2022-01-03 12:00:00+00:00,1.13516,1.13598,1.13505,1.13554,1.13516,1.13517,0,hold,0.0,0,0,,,
2022-01-03 13:00:00+00:00,1.13554,1.13662,1.13517,1.13557,1.13554,1.13554,0,hold,0.0,0,0,,,
2022-01-03 14:00:00+00:00,1.13557,1.13595,1.13471,1.13586,1.13557,1.13557,0,hold,0.0,0,0,,,
2022-01-03 15:00:00+00:00,1.13588,1.13643,1.1346,1.13509,1.13588,1.13588,0,hold,0.0,0,0,,,
2022-01-03 16:00:00+00:00,1.1351,1.13519,1.13003,1.13061,1.1351,1.1351,-1,short,-1.0,0,0,1.1351,1.1251,1.1401
2022-01-03 17:00:00+00:00,1.13063,1.13094,1.12904,1.12917,1.13063,1.13063,-1,hold,-1.0,0.004469999999999974,0,,,
2022-01-03 18:00:00+00:00,1.12917,1.12988,1.1283,1.12889,1.12917,1.12917,-1,hold,-1.0,0.005929999999999991,0,,,
2022-01-03 19:00:00+00:00,1.12888,1.129,1.12797,1.12838,1.12888,1.12888,-1,hold,-1.0,0.006219999999999892,0,,,
2022-01-03 20:00:00+00:00,1.12839,1.1297,1.12833,1.12948,1.12839,1.12839,0,hold,-1.0,0.006709999999999994,0,,,
2022-01-03 21:00:00+00:00,1.12948,1.12995,1.12938,1.12973,1.12948,1.12948,0,hold,-1.0,0.005619999999999958,0,,,
2022-01-03 22:00:00+00:00,1.12972,1.13003,1.1294,1.12965,1.12972,1.12972,0,hold,-1.0,0.00537999999999994,0,,,
2022-01-03 23:00:00+00:00,1.12965,1.12994,1.12945,1.12979,1.12965,1.12965,0,hold,-1.0,0.005449999999999955,0,,,
