time,open,high,low,close,bid,ask,signal,action,position,P/L,Total profit,Executed price,Take Profit,Stop Loss
2021-01-04 00:00:00+00:00,1.22393,1.22414,1.22276,1.22332,1.22393,1.22412,0,hold,0.0,0,0,,,
2021-01-04 01:00:00+00:00,1.22332,1.22528,1.22306,1.22502,1.22332,1.22345,0,hold,0.0,0,0,,,
2021-01-04 02:00:00+00:00,1.22502,1.22502,1.22387,1.22408,1.22502,1.22502,0,hold,0.0,0,0,,,
2021-01-04 03:00:00+00:00,1.22408,1.22559,1.22399,1.22527,1.22408,1.2241,0,hold,0.0,0,0,,,
2021-01-04 04:00:00+00:00,1.22527,1.22587,1.22496,1.22541,1.22527,1.22528,0,hold,0.0,0,0,,,
2021-01-04 05:00:00+00:00,1.22541,1.22579,1.22487,1.22551,1.22541,1.22542,0,hold,0.0,0,0,,,
2021-01-04 06:00:00+00:00,1.22551,1.22551,1.22438,1.22491,1.22551,1.22551,0,hold,0.0,0,0,,,
2021-01-04 07:00:00+00:00,1.22491,1.22594,1.22416,1.22554,1.22491,1.22491,0,hold,0.0,0,0,,,
2021-01-04 08:00:00+00:00,1.22553,1.22579,1.22423,1.22563,1.22553,1.22555,0,hold,0.0,0,0,,,
2021-01-04 09:00:00+00:00,1.22563,1.22692,1.22541,1.2264,1.22563,1.22563,0,hold,0.0,0,0,,,
2021-01-04 10:00:00+00:00,1.2264,1.22864,1.2262,1.22813,1.2264,1.22641,0,hold,0.0,0,0,,,
2021-01-04 11:00:00+00:00,1.22813,1.23006,1.22791,1.22934,1.22813,1.22814,1,buy,1.0,0,0,1.22814,1.24814,1.21814
2021-01-04 12:00:00+00:00,1.22933,1.22999,1.22899,1.22924,1.22933,1.22933,0,hold,1.0,0.0011900000000000244,0,,,
2021-01-04 13:00:00+00:00,1.22924,1.22996,1.22914,1.22933,1.22924,1.22924,0,hold,1.0,0.001100000000000101,0,,,
2021-01-04 14:00:00+00:00,1.22933,1.23063,1.22871,1.23034,1.22933,1.22933,1,hold,1.0,0.0011900000000000244,0,,,
2021-01-04 15:00:00+00:00,1.23034,1.23052,1.22864,1.2299,1.23034,1.23034,0,hold,1.0,0.0021999999999999797,0,,,
2021-01-04 16:00:00+00:00,1.2299,1.23096,1.22838,1.22893,1.2299,1.2299,0,hold,1.0,0.0017599999999999838,0,,,
2021-01-04 17:00:00+00:00,1.22894,1.2291,1.22606,1.22717,1.22894,1.22894,0,hold,1.0,0.0007999999999999119,0,,,
2021-01-04 18:00:00+00:00,1.22717,1.22775,1.22525,1.22536,1.22717,1.22717,0,hold,1.0,-0.0009699999999999154,0,,,
2021-01-04 19:00:00+00:00,1.22537,1.22613,1.22501,1.22531,1.22537,1.22537,0,hold,1.0,-0.002769999999999939,0,,,
2021-01-04 20:00:00+00:00,1.22531,1.22568,1.22426,1.22511,1.22531,1.22531,0,hold,1.0,-0.00283000000000011,0,,,
2021-01-04 21:00:00+00:00,1.22511,1.22525,1.2244,1.22522,1.22511,1.22511,0,hold,1.0,-0.003030000000000088,0,,,
2021-01-04 22:00:00+00:00,1.22522,1.22523,1.22416,1.22494,1.22522,1.22522,0,hold,1.0,-0.0029200000000000337,0,,,
2021-01-04 23:00:00+00:00,1.22494,1.22526,1.22419,1.22521,1.22494,1.22494,0,hold,1.0,-0.0032000000000000917,0,,,
2021-01-05 00:00:00+00:00,1.22484,1.22514,1.22434,1.22504,1.22484,1.22493,0,hold,1.0,-0.0033000000000000806,0,,,
2021-01-05 01:00:00+00:00,1.22504,1.22537,1.22472,1.22527,1.22504,1.22512,0,hold,1.0,-0.0031000000000001027,0,,,
2021-01-05 02:00:00+00:00,1.22527,1.22572,1.22473,1.22558,1.22527,1.22528,0,hold,1.0,-0.002869999999999928,0,,,
2021-01-05 03:00:00+00:00,1.22558,1.22632,1.22551,1.22571,1.22558,1.22559,0,hold,1.0,-0.0025600000000001177,0,,,
2021-01-05 04:00:00+00:00,1.22571,1.22731,1.2257,1.22706,1.22571,1.22572,0,hold,1.0,-0.002429999999999932,0,,,
2021-01-05 05:00:00+00:00,1.22706,1.2277,1.22677,1.2273,1.22706,1.22706,0,hold,1.0,-0.0010799999999999699,0,,,
2021-01-05 06:00:00+00:00,1.2273,1.2273,1.22661,1.22691,1.2273,1.2273,0,hold,1.0,-0.0008399999999999519,0,,,
2021-01-05 07:00:00+00:00,1.22691,1.22735,1.22674,1.22724,1.22691,1.22692,0,hold,1.0,-0.0012300000000000644,0,,,
2021-01-05 08:00:00+00:00,1.22724,1.22746,1.22667,1.22698,1.22724,1.22724,0,hold,1.0,-0.0008999999999999009,0,,,
2021-01-05 09:00:00+00:00,1.22698,1.2271,1.22554,1.22584,1.22698,1.22698,0,hold,1.0,-0.0011600000000000499,0,,,
2021-01-05 10:00:00+00:00,1.22584,1.22788,1.22583,1.22742,1.22584,1.22584,0,hold,1.0,-0.0022999999999999687,0,,,
2021-01-05 11:00:00+00:00,1.22742,1.2284,1.22686,1.22724,1.22742,1.22742,0,hold,1.0,-0.0007200000000000539,0,,,
2021-01-05 12:00:00+00:00,1.22724,1.22844,1.22716,1.22774,1.22724,1.22724,0,hold,1.0,-0.0008999999999999009,0,,,
2021-01-05 13:00:00+00:00,1.22774,1.22908,1.2277,1.22833,1.22774,1.22774,0,hold,1.0,-0.00039999999999995595,0,,,
2021-01-05 14:00:00+00:00,1.22833,1.22847,1.2266,1.22726,1.22833,1.22833,0,hold,1.0,0.00018999999999991246,0,,,
2021-01-05 15:00:00+00:00,1.22726,1.2276,1.22606,1.22626,1.22726,1.22726,0,hold,1.0,-0.0008799999999999919,0,,,
2021-01-05 16:00:00+00:00,1.22626,1.22786,1.22593,1.22641,1.22626,1.22626,0,hold,1.0,-0.0018800000000001038,0,,,
2021-01-05 17:00:00+00:00,1.22641,1.22827,1.2254,1.22753,1.22641,1.22644,0,hold,1.0,-0.0017300000000000093,0,,,
2021-01-05 18:00:00+00:00,1.22754,1.22967,1.22733,1.22948,1.22754,1.22754,1,hold,1.0,-0.0005999999999999339,0,,,
2021-01-05 19:00:00+00:00,1.22947,1.23053,1.22928,1.22996,1.22947,1.22947,1,hold,1.0,0.0013300000000000534,0,,,
2021-01-05 20:00:00+00:00,1.22996,1.2305,1.22928,1.22935,1.22996,1.22996,0,hold,1.0,0.0018199999999999328,0,,,
2021-01-05 21:00:00+00:00,1.22936,1.23041,1.22899,1.23036,1.22936,1.22936,0,hold,1.0,0.0012199999999999989,0,,,
2021-01-05 22:00:00+00:00,1.23036,1.23058,1.22929,1.22938,1.23036,1.23036,1,hold,1.0,0.0022199999999998887,0,,,
2021-01-05 23:00:00+00:00,1.22938,1.22993,1.22897,1.22986,1.22938,1.22938,0,hold,1.0,0.0012399999999999078,0,,,
2021-01-06 00:00:00+00:00,1.22941,1.23014,1.22914,1.22957,1.22941,1.22987,0,hold,1.0,0.0012699999999998823,0,,,
2021-01-06 01:00:00+00:00,1.22957,1.23019,1.22947,1.22989,1.22957,1.22972,0,hold,1.0,0.0014300000000000423,0,,,
2021-01-06 02:00:00+00:00,1.22989,1.23249,1.2292,1.23091,1.22989,1.22989,1,hold,1.0,0.0017499999999999183,0,,,
2021-01-06 03:00:00+00:00,1.23091,1.23154,1.22811,1.22893,1.23091,1.23092,0,hold,1.0,0.002769999999999939,0,,,
2021-01-06 04:00:00+00:00,1.22893,1.22937,1.22769,1.22792,1.22893,1.22894,0,hold,1.0,0.0007900000000000684,0,,,
2021-01-06 05:00:00+00:00,1.22791,1.22953,1.22758,1.2286,1.22791,1.22791,0,hold,1.0,-0.00022999999999995246,0,,,
2021-01-06 06:00:00+00:00,1.2286,1.23065,1.22838,1.22919,1.2286,1.2286,0,hold,1.0,0.00045999999999990493,0,,,
2021-01-06 07:00:00+00:00,1.22918,1.23059,1.22917,1.22966,1.22918,1.22919,0,hold,1.0,0.0010399999999999299,0,,,
2021-01-06 08:00:00+00:00,1.22966,1.23217,1.22966,1.23166,1.22966,1.22966,0,hold,1.0,0.0015199999999999658,0,,,
2021-01-06 09:00:00+00:00,1.23166,1.23454,1.23126,1.23396,1.23166,1.23166,1,hold,1.0,0.0035199999999999676,0,,,
2021-01-06 10:00:00+00:00,1.23396,1.23404,1.23223,1.23248,1.23396,1.23397,0,hold,1.0,0.005819999999999936,0,,,
2021-01-06 11:00:00+00:00,1.23248,1.2339,1.23208,1.23384,1.23248,1.23248,0,hold,1.0,0.0043400000000000105,0,,,
2021-01-06 12:00:00+00:00,1.23384,1.23445,1.23333,1.23382,1.23384,1.23384,0,hold,1.0,0.005700000000000038,0,,,
2021-01-06 13:00:00+00:00,1.23383,1.23492,1.23336,1.23376,1.23383,1.23383,1,hold,1.0,0.005689999999999973,0,,,
2021-01-06 14:00:00+00:00,1.23376,1.23495,1.23299,1.23404,1.23376,1.23376,1,hold,1.0,0.005619999999999958,0,,,
2021-01-06 15:00:00+00:00,1.23404,1.23449,1.23167,1.232,1.23404,1.23404,0,hold,1.0,0.005900000000000016,0,,,
2021-01-06 16:00:00+00:00,1.23197,1.23208,1.22924,1.23097,1.23197,1.23197,0,hold,1.0,0.00383,0,,,
2021-01-06 17:00:00+00:00,1.23096,1.23178,1.22754,1.22824,1.23096,1.23096,0,hold,1.0,0.0028200000000000447,0,,,
2021-01-06 18:00:00+00:00,1.22825,1.22924,1.22657,1.22898,1.22825,1.22825,0,hold,1.0,0.0001100000000000545,0,,,
2021-01-06 19:00:00+00:00,1.22898,1.23042,1.22854,1.2299,1.22898,1.22898,0,hold,1.0,0.0008399999999999519,0,,,
2021-01-06 20:00:00+00:00,1.2299,1.23176,1.22964,1.23091,1.2299,1.2299,0,hold,1.0,0.0017599999999999838,0,,,
2021-01-06 21:00:00+00:00,1.23095,1.23162,1.22978,1.2307,1.23095,1.23107,0,hold,1.0,0.002809999999999979,0,,,
2021-01-06 22:00:00+00:00,1.23071,1.234,1.23069,1.2324,1.23071,1.23071,0,hold,1.0,0.002569999999999961,0,,,
2021-01-06 23:00:00+00:00,1.2324,1.23313,1.23219,1.23263,1.2324,1.2324,0,hold,1.0,0.0042599999999999305,0,,,
2021-01-07 00:00:00+00:00,1.23252,1.23309,1.23222,1.23278,1.23252,1.23277,0,hold,1.0,0.0043800000000000505,0,,,
2021-01-07 01:00:00+00:00,1.23278,1.234,1.23268,1.23383,1.23278,1.23281,0,hold,1.0,0.0046399999999999775,0,,,
2021-01-07 02:00:00+00:00,1.23383,1.23444,1.233,1.23327,1.23383,1.23385,0,hold,1.0,0.005689999999999973,0,,,
2021-01-07 03:00:00+00:00,1.23328,1.23373,1.23283,1.23306,1.23328,1.23328,0,hold,1.0,0.005139999999999922,0,,,
2021-01-07 04:00:00+00:00,1.23306,1.23325,1.23189,1.23247,1.23306,1.23306,0,hold,1.0,0.0049200000000000355,0,,,
2021-01-07 05:00:00+00:00,1.23247,1.23287,1.23239,1.23278,1.23247,1.23248,0,hold,1.0,0.004329999999999945,0,,,
2021-01-07 06:00:00+00:00,1.23278,1.23314,1.23242,1.23248,1.23278,1.23278,0,hold,1.0,0.0046399999999999775,0,,,
2021-01-07 07:00:00+00:00,1.23248,1.23255,1.23109,1.23127,1.23248,1.23249,0,hold,1.0,0.0043400000000000105,0,,,
2021-01-07 08:00:00+00:00,1.23128,1.2325,1.23074,1.23205,1.23128,1.23129,0,hold,1.0,0.0031399999999999206,0,,,
2021-01-07 09:00:00+00:00,1.23204,1.23258,1.23082,1.23114,1.23204,1.23204,0,hold,1.0,0.0039000000000000146,0,,,
2021-01-07 10:00:00+00:00,1.23113,1.23171,1.2293,1.22946,1.23113,1.23113,0,hold,1.0,0.002990000000000048,0,,,
2021-01-07 11:00:00+00:00,1.22946,1.22958,1.2264,1.2269,1.22946,1.22946,-1,close long,0.0,0.0011199999999999878,0.0011199999999999878,1.22946,,
2021-01-07 12:00:00+00:00,1.2269,1.22744,1.22452,1.22496,1.2269,1.2269,-1,short,-1.0,0,0.0011199999999999878,1.2269,1.2069,1.2369
2021-01-07 13:00:00+00:00,1.22497,1.22664,1.2248,1.22569,1.22497,1.22497,0,hold,-1.0,0.0019300000000002093,0.0011199999999999878,,,
2021-01-07 14:00:00+00:00,1.22569,1.22734,1.22509,1.22676,1.22569,1.22569,0,hold,-1.0,0.0012100000000001554,0.0011199999999999878,,,
2021-01-07 15:00:00+00:00,1.22676,1.22787,1.2262,1.22687,1.22676,1.22676,0,hold,-1.0,0.000140000000000029,0.0011199999999999878,,,
2021-01-07 16:00:00+00:00,1.22687,1.22828,1.22534,1.22591,1.22687,1.22687,0,hold,-1.0,3.0000000000196536e-05,0.0011199999999999878,,,
2021-01-07 17:00:00+00:00,1.22587,1.22679,1.22465,1.22595,1.22587,1.22587,0,hold,-1.0,0.0010300000000000864,0.0011199999999999878,,,
2021-01-07 18:00:00+00:00,1.22595,1.22774,1.2259,1.2264,1.22595,1.22595,0,hold,-1.0,0.0009500000000000064,0.0011199999999999878,,,
2021-01-07 19:00:00+00:00,1.2264,1.22715,1.22549,1.22655,1.2264,1.2264,0,hold,-1.0,0.000500000000000167,0.0011199999999999878,,,
2021-01-07 20:00:00+00:00,1.22657,1.22792,1.2263,1.22744,1.22657,1.22657,0,hold,-1.0,0.0003300000000001635,0.0011199999999999878,,,
2021-01-07 21:00:00+00:00,1.22743,1.22757,1.22642,1.22678,1.22743,1.22743,0,hold,-1.0,-0.0005299999999999194,0.0011199999999999878,,,
2021-01-07 22:00:00+00:00,1.22677,1.22721,1.22632,1.22657,1.22677,1.22677,0,hold,-1.0,0.00013000000000018552,0.0011199999999999878,,,
2021-01-07 23:00:00+00:00,1.22658,1.2277,1.22628,1.22693,1.22658,1.22658,0,hold,-1.0,0.000320000000000098,0.0011199999999999878,,,
2021-01-08 00:00:00+00:00,1.22711,1.22713,1.22604,1.22656,1.22711,1.2274,0,hold,-1.0,-0.0004999999999999449,0.0011199999999999878,,,
2021-01-08 01:00:00+00:00,1.22656,1.22722,1.22652,1.22691,1.22656,1.2267,0,hold,-1.0,0.00020000000000020002,0.0011199999999999878,,,
2021-01-08 02:00:00+00:00,1.22691,1.22725,1.22567,1.22578,1.22691,1.22691,0,hold,-1.0,-9.999999999843467e-06,0.0011199999999999878,,,
2021-01-08 03:00:00+00:00,1.22578,1.22601,1.2235,1.22482,1.22578,1.22579,-1,hold,-1.0,0.0011100000000001664,0.0011199999999999878,,,
2021-01-08 04:00:00+00:00,1.22482,1.22607,1.22457,1.226,1.22482,1.22482,0,hold,-1.0,0.002080000000000082,0.0011199999999999878,,,
2021-01-08 05:00:00+00:00,1.226,1.22649,1.22589,1.22621,1.226,1.226,0,hold,-1.0,0.0009000000000001229,0.0011199999999999878,,,
2021-01-08 06:00:00+00:00,1.22621,1.22635,1.22563,1.22634,1.22621,1.22621,0,hold,-1.0,0.0006900000000000794,0.0011199999999999878,,,
2021-01-08 07:00:00+00:00,1.22634,1.22683,1.2257,1.22579,1.22634,1.22634,0,hold,-1.0,0.000560000000000116,0.0011199999999999878,,,
2021-01-08 08:00:00+00:00,1.2258,1.22684,1.22576,1.22636,1.2258,1.2258,0,hold,-1.0,0.001100000000000101,0.0011199999999999878,,,
2021-01-08 09:00:00+00:00,1.22636,1.22692,1.22324,1.22391,1.22636,1.22636,-1,hold,-1.0,0.000540000000000207,0.0011199999999999878,,,
2021-01-08 10:00:00+00:00,1.22391,1.22392,1.22134,1.22239,1.22391,1.22391,-1,hold,-1.0,0.002990000000000048,0.0011199999999999878,,,
2021-01-08 11:00:00+00:00,1.22239,1.22409,1.22178,1.22402,1.22239,1.22239,0,hold,-1.0,0.004510000000000014,0.0011199999999999878,,,
2021-01-08 12:00:00+00:00,1.22402,1.22449,1.22362,1.22394,1.22402,1.22402,0,hold,-1.0,0.0028799999999999937,0.0011199999999999878,,,
2021-01-08 13:00:00+00:00,1.22394,1.22538,1.22325,1.22506,1.22394,1.22394,0,hold,-1.0,0.0029600000000000737,0.0011199999999999878,,,
2021-01-08 14:00:00+00:00,1.22506,1.22528,1.22455,1.22486,1.22506,1.22506,0,hold,-1.0,0.0018400000000000638,0.0011199999999999878,,,
