Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
short,2017-01-05 10:00:00+00:00,1.05592,2017-01-05 16:00:00+00:00,1.05309,0.002629999999999888
buy,2017-01-09 10:00:00+00:00,1.05379,2017-01-09 12:00:00+00:00,1.05238,-0.0016099999999999114
buy,2017-01-09 17:00:00+00:00,1.05312,2017-01-10 10:00:00+00:00,1.05978,0.006459999999999889
buy,2017-01-11 08:00:00+00:00,1.05504,2017-01-11 11:00:00+00:00,1.05575,0.0005099999999999879
buy,2017-01-11 18:00:00+00:00,1.04746,2017-01-12 20:00:00+00:00,1.06481,0.017149999999999978
buy,2017-01-13 09:00:00+00:00,1.06303,2017-01-13 15:00:00+00:00,1.06447,0.001240000000000109
buy,2017-01-13 21:00:00+00:00,1.06328,2017-01-16 06:00:00+00:00,1.06105,-0.002429999999999953
buy,2017-01-17 00:00:00+00:00,1.06057,2017-01-17 15:00:00+00:00,1.06835,0.007579999999999899
buy,2017-01-17 23:00:00+00:00,1.07055,2017-01-18 08:00:00+00:00,1.06843,-0.0023199999999998985
buy,2017-01-18 17:00:00+00:00,1.06849,2017-01-18 22:00:00+00:00,1.06714,-0.0015499999999999611
buy,2017-01-19 10:00:00+00:00,1.06426,2017-01-19 15:00:00+00:00,1.06688,0.002420000000000068
buy,2017-01-19 21:00:00+00:00,1.06271,2017-01-20 11:00:00+00:00,1.0663,0.0033899999999999833
buy,2017-01-20 17:00:00+00:00,1.06557,2017-01-23 11:00:00+00:00,1.07275,0.0069800000000001874
buy,2017-01-23 17:00:00+00:00,1.07263,2017-01-24 09:00:00+00:00,1.07407,0.001240000000000109
buy,2017-01-24 16:00:00+00:00,1.07479,2017-01-24 21:00:00+00:00,1.07344,-0.0015499999999999611
buy,2017-01-25 11:00:00+00:00,1.07309,2017-01-25 16:00:00+00:00,1.07445,0.001159999999999807
buy,2017-01-26 02:00:00+00:00,1.07533,2017-01-26 09:00:00+00:00,1.07416,-0.0013699999999998921
buy,2017-01-26 21:00:00+00:00,1.06966,2017-01-27 08:00:00+00:00,1.06715,-0.002710000000000011
buy,2017-01-27 13:00:00+00:00,1.06833,2017-01-30 09:00:00+00:00,1.07203,0.003500000000000038
buy,2017-01-30 18:00:00+00:00,1.06883,2017-02-01 02:00:00+00:00,1.08006,0.011030000000000074
buy,2017-02-01 11:00:00+00:00,1.07981,2017-02-01 15:00:00+00:00,1.0788,-0.0012099999999999542
buy,2017-02-01 21:00:00+00:00,1.07407,2017-02-02 18:00:00+00:00,1.08054,0.006269999999999977
buy,2017-02-03 15:00:00+00:00,1.07353,2017-02-06 09:00:00+00:00,1.07672,0.0029899999999998053
buy,2017-02-06 19:00:00+00:00,1.07311,2017-02-07 03:00:00+00:00,1.07301,-0.0002999999999999878
buy,2017-02-07 18:00:00+00:00,1.06859,2017-02-09 04:00:00+00:00,1.06847,-0.00031999999999989676
buy,2017-02-09 10:00:00+00:00,1.06797,2017-02-09 15:00:00+00:00,1.0684,0.00022999999999993165
buy,2017-02-10 05:00:00+00:00,1.06601,2017-02-10 08:00:00+00:00,1.06528,-0.0009299999999998962
buy,2017-02-10 18:00:00+00:00,1.06249,2017-02-13 01:00:00+00:00,1.06307,0.00038000000000002615
buy,2017-02-13 09:00:00+00:00,1.06312,2017-02-13 15:00:00+00:00,1.06319,-0.0001299999999999843
buy,2017-02-14 07:00:00+00:00,1.06114,2017-02-14 16:00:00+00:00,1.06126,-7.999999999987878e-05
