time,open,high,low,close,bid,ask
2021-07-01 00:00:00,1.38226,1.38324,1.3820000000000001,1.3826399999999999,1.38273,1.38303
2021-07-01 01:00:00,1.3826399999999999,1.38315,1.3826399999999999,1.38286,1.38275,1.38305
2021-07-01 02:00:00,1.38286,1.3833199999999999,1.3827099999999999,1.38282,1.3827099999999999,1.38301
2021-07-01 03:00:00,1.38285,1.38292,1.38118,1.38119,1.38122,1.38152
2021-07-01 04:00:00,1.38122,1.38202,1.38105,1.38155,1.38144,1.38174
2021-07-01 05:00:00,1.38155,1.38175,1.38123,1.38163,1.38151,1.38181
2021-07-01 06:00:00,1.38162,1.38184,1.38122,1.38184,1.38174,1.38204
2021-07-01 07:00:00,1.38184,1.38217,1.38171,1.3817300000000001,1.38162,1.38192
2021-07-01 08:00:00,1.3817300000000001,1.38178,1.38064,1.38137,1.38126,1.38156
2021-07-01 09:00:00,1.38135,1.38219,1.3805100000000001,1.38165,1.38155,1.38185
2021-07-01 10:00:00,1.38165,1.38337,1.38143,1.38194,1.38186,1.38216
2021-07-01 11:00:00,1.38196,1.38343,1.37741,1.37799,1.3779,1.3782
2021-07-01 12:00:00,1.37799,1.3786800000000001,1.3773,1.3778000000000001,1.37769,1.37799
2021-07-01 13:00:00,1.3778000000000001,1.37921,1.37648,1.37911,1.379,1.3793
2021-07-01 14:00:00,1.37911,1.38121,1.37883,1.38096,1.3808,1.3811
2021-07-01 15:00:00,1.38095,1.38178,1.38041,1.38106,1.38094,1.38124
2021-07-01 16:00:00,1.38105,1.38204,1.37978,1.38107,1.38103,1.38133
2021-07-01 17:00:00,1.38105,1.3814899999999999,1.37768,1.37809,1.37794,1.37824
2021-07-01 18:00:00,1.37805,1.37818,1.3762400000000001,1.37785,1.37771,1.37801
2021-07-01 19:00:00,1.37785,1.37796,1.37611,1.3765800000000001,1.37647,1.37677
2021-07-01 20:00:00,1.3765800000000001,1.3771200000000001,1.3761,1.3762699999999999,1.37615,1.37645
2021-07-01 21:00:00,1.37626,1.37642,1.37548,1.37552,1.37539,1.37569
2021-07-01 22:00:00,1.37551,1.376,1.3752499999999999,1.37575,1.37565,1.37595
2021-07-01 23:00:00,1.37574,1.3764,1.37545,1.37623,1.3761999999999999,1.3765
2021-07-02 00:00:00,1.37656,1.37656,1.37544,1.37611,1.3761999999999999,1.3765
2021-07-02 01:00:00,1.37603,1.37625,1.37515,1.37601,1.37594,1.3762400000000001
2021-07-02 02:00:00,1.37601,1.37619,1.37574,1.37589,1.37576,1.37606
2021-07-02 03:00:00,1.37589,1.37725,1.37578,1.37607,1.37595,1.37625
2021-07-02 04:00:00,1.3761,1.37664,1.37574,1.37628,1.37618,1.37648
2021-07-02 05:00:00,1.37628,1.37689,1.37607,1.3768500000000001,1.37675,1.37705
2021-07-02 06:00:00,1.3768500000000001,1.377,1.37646,1.37677,1.37666,1.37696
2021-07-02 07:00:00,1.37677,1.37763,1.37676,1.37707,1.37698,1.37728
2021-07-02 08:00:00,1.37708,1.37735,1.37631,1.37671,1.37661,1.37691
2021-07-02 09:00:00,1.37668,1.37668,1.37496,1.37537,1.37527,1.37557
