time,open,high,low,close,bid,ask,signal,action,position,P/L,Total profit,Executed price,Take Profit,Stop Loss
2017-01-04 11:00:00+00:00,1.34083,1.3409,1.33567,1.33744,1.34084,1.34099,0,hold,0.0,0,0,,,
2017-01-04 12:00:00+00:00,1.33746,1.33816,1.33422,1.33555,1.33744,1.33764,0,hold,0.0,0,0,,,
2017-01-04 13:00:00+00:00,1.33556,1.33666,1.3343,1.33614,1.33555,1.33568,0,hold,0.0,0,0,,,
2017-01-04 14:00:00+00:00,1.33614,1.33633,1.3297,1.33196,1.33614,1.3363,0,hold,0.0,0,0,,,
2017-01-04 15:00:00+00:00,1.33196,1.33331,1.32998,1.33303,1.33196,1.33209,0,hold,0.0,0,0,,,
2017-01-04 16:00:00+00:00,1.33306,1.33476,1.33114,1.33305,1.33303,1.33317,0,hold,0.0,0,0,,,
2017-01-04 17:00:00+00:00,1.33304,1.33365,1.32875,1.32884,1.33305,1.3332,0,hold,0.0,0,0,,,
2017-01-04 18:00:00+00:00,1.32885,1.33024,1.32813,1.32924,1.32884,1.32896,0,hold,0.0,0,0,,,
2017-01-04 19:00:00+00:00,1.32924,1.3299,1.32861,1.32984,1.32924,1.32935,0,hold,0.0,0,0,,,
2017-01-04 20:00:00+00:00,1.32986,1.33112,1.32968,1.33056,1.32984,1.32998,0,hold,0.0,0,0,,,
2017-01-04 21:00:00+00:00,1.33056,1.33314,1.329,1.33137,1.33056,1.33096,0,hold,0.0,0,0,,,
2017-01-04 22:00:00+00:00,1.33138,1.33212,1.33058,1.33078,1.33137,1.33153,0,hold,0.0,0,0,,,
2017-01-04 23:00:00+00:00,1.3308,1.33128,1.32974,1.32999,1.33078,1.33093,0,hold,0.0,0,0,,,
2017-01-05 00:00:00+00:00,1.32993,1.33115,1.32926,1.33001,1.33004,1.33033,0,hold,0.0,0,0,,,
2017-01-05 01:00:00+00:00,1.33001,1.33118,1.32975,1.32975,1.33001,1.33065,0,hold,0.0,0,0,,,
2017-01-05 02:00:00+00:00,1.32975,1.32981,1.32752,1.32755,1.32975,1.32995,0,hold,0.0,0,0,,,
2017-01-05 03:00:00+00:00,1.32755,1.32933,1.32745,1.32899,1.32755,1.32775,0,hold,0.0,0,0,,,
2017-01-05 04:00:00+00:00,1.32898,1.32914,1.32816,1.32853,1.32899,1.32919,0,hold,0.0,0,0,,,
2017-01-05 05:00:00+00:00,1.32856,1.32861,1.32759,1.32811,1.32853,1.32874,0,hold,0.0,0,0,,,
2017-01-05 06:00:00+00:00,1.32811,1.32857,1.32765,1.32775,1.32811,1.3283,0,hold,0.0,0,0,,,
2017-01-05 07:00:00+00:00,1.32775,1.32794,1.32616,1.32687,1.32775,1.32792,0,hold,0.0,0,0,,,
2017-01-05 08:00:00+00:00,1.3269,1.32715,1.32541,1.32568,1.32687,1.32708,0,hold,0.0,0,0,,,
2017-01-05 09:00:00+00:00,1.3257,1.32877,1.32552,1.32871,1.32568,1.3259,1,buy,1.0,0,0,1.3259,1.3299,1.3239
2017-01-05 10:00:00+00:00,1.32871,1.33046,1.32756,1.32937,1.32871,1.32883,0,hold,1.0,0.002809999999999979,0,,,
2017-01-05 11:00:00+00:00,1.32937,1.33101,1.32898,1.32985,1.32937,1.32953,0,hold,1.0,0.003469999999999862,0,,,
2017-01-05 12:00:00+00:00,1.32986,1.33126,1.32877,1.33121,1.32985,1.33003,0,hold,1.0,0.003949999999999898,0,,,
2017-01-05 13:00:00+00:00,1.33121,1.33121,1.32967,1.32996,1.33121,1.33135,0,close long,0.0,0.005109999999999926,0.005109999999999926,1.33121,,
2017-01-05 14:00:00+00:00,1.32996,1.33058,1.32876,1.32914,1.32996,1.33007,0,hold,0.0,0,0.005109999999999926,,,
2017-01-05 15:00:00+00:00,1.32913,1.33044,1.32845,1.32918,1.32914,1.32924,0,hold,0.0,0,0.005109999999999926,,,
2017-01-05 16:00:00+00:00,1.32921,1.32958,1.32712,1.32724,1.32918,1.32932,-1,short,-1.0,0,0.005109999999999926,1.32918,1.32518,1.33118
2017-01-05 17:00:00+00:00,1.32722,1.32793,1.32005,1.3201,1.32724,1.32752,0,hold,-1.0,0.0016599999999999948,0.005109999999999926,,,
2017-01-05 18:00:00+00:00,1.32029,1.32203,1.31911,1.32164,1.3201,1.32026,0,close short,0.0,0.008720000000000038,0.013829999999999964,1.32026,,
2017-01-05 19:00:00+00:00,1.32163,1.32344,1.32105,1.3222,1.32164,1.32175,0,hold,0.0,0,0.013829999999999964,,,
2017-01-05 20:00:00+00:00,1.3222,1.32329,1.32109,1.32281,1.3222,1.32234,0,hold,0.0,0,0.013829999999999964,,,
2017-01-05 21:00:00+00:00,1.32281,1.32438,1.32269,1.32402,1.32281,1.32294,0,hold,0.0,0,0.013829999999999964,,,
2017-01-05 22:00:00+00:00,1.32396,1.32461,1.32357,1.32412,1.32402,1.32414,0,hold,0.0,0,0.013829999999999964,,,
2017-01-05 23:00:00+00:00,1.3241,1.32467,1.3219,1.32233,1.32412,1.32425,0,hold,0.0,0,0.013829999999999964,,,
2017-01-06 00:00:00+00:00,1.32211,1.32312,1.32161,1.32301,1.32188,1.32363,0,hold,0.0,0,0.013829999999999964,,,
2017-01-06 01:00:00+00:00,1.32301,1.32315,1.32221,1.32291,1.32301,1.32327,0,hold,0.0,0,0.013829999999999964,,,
2017-01-06 02:00:00+00:00,1.32293,1.32401,1.32273,1.32371,1.32291,1.32309,0,hold,0.0,0,0.013829999999999964,,,
2017-01-06 03:00:00+00:00,1.32373,1.32601,1.32361,1.32527,1.32371,1.32392,1,buy,1.0,0,0.013829999999999964,1.32392,1.32792,1.32192
2017-01-06 04:00:00+00:00,1.32528,1.32567,1.32452,1.32498,1.32527,1.32546,0,hold,1.0,0.0013499999999999623,0.013829999999999964,,,
2017-01-06 05:00:00+00:00,1.32494,1.32592,1.3247,1.32571,1.32498,1.32518,0,hold,1.0,0.001060000000000061,0.013829999999999964,,,
2017-01-06 06:00:00+00:00,1.32574,1.32609,1.32513,1.32608,1.32571,1.32589,0,hold,1.0,0.0017899999999999583,0.013829999999999964,,,
2017-01-06 07:00:00+00:00,1.32607,1.32626,1.32564,1.32591,1.32608,1.32621,0,hold,1.0,0.0021599999999999397,0.013829999999999964,,,
2017-01-06 08:00:00+00:00,1.32593,1.32676,1.32545,1.32611,1.32591,1.3261,0,hold,1.0,0.0019899999999999363,0.013829999999999964,,,
2017-01-06 09:00:00+00:00,1.32613,1.32671,1.32564,1.32655,1.32611,1.32626,0,hold,1.0,0.0021899999999999142,0.013829999999999964,,,
2017-01-06 10:00:00+00:00,1.32657,1.32671,1.3252,1.3253,1.32655,1.32669,0,hold,1.0,0.00262999999999991,0.013829999999999964,,,
2017-01-06 11:00:00+00:00,1.32529,1.32589,1.32441,1.3246,1.3253,1.3254,0,hold,1.0,0.0013799999999999368,0.013829999999999964,,,
2017-01-06 12:00:00+00:00,1.32461,1.32547,1.324,1.32417,1.3246,1.32474,0,hold,1.0,0.0006800000000000139,0.013829999999999964,,,
2017-01-06 13:00:00+00:00,1.32418,1.32576,1.32392,1.3254,1.32417,1.32431,0,hold,1.0,0.0002500000000000835,0.013829999999999964,,,
2017-01-06 14:00:00+00:00,1.3254,1.32659,1.32532,1.32592,1.3254,1.32556,0,hold,1.0,0.0014799999999999258,0.013829999999999964,,,
2017-01-06 15:00:00+00:00,1.32591,1.32624,1.31786,1.32119,1.32592,1.32605,-1,close long,0.0,0.0018000000000000017,0.015629999999999967,1.32592,,
2017-01-06 16:00:00+00:00,1.32123,1.32316,1.31917,1.3196,1.32119,1.32133,0,hold,0.0,0,0.015629999999999967,,,
2017-01-06 17:00:00+00:00,1.31962,1.32173,1.31769,1.32066,1.3196,1.31997,0,hold,0.0,0,0.015629999999999967,,,
2017-01-06 18:00:00+00:00,1.32062,1.32212,1.32015,1.32162,1.32066,1.32081,0,hold,0.0,0,0.015629999999999967,,,
2017-01-06 19:00:00+00:00,1.32162,1.3243,1.3214,1.32377,1.32162,1.32175,0,hold,0.0,0,0.015629999999999967,,,
2017-01-06 20:00:00+00:00,1.32378,1.32552,1.32295,1.32518,1.32377,1.32389,1,buy,1.0,0,0.015629999999999967,1.32389,1.32789,1.32189
2017-01-06 21:00:00+00:00,1.32518,1.32518,1.32355,1.32378,1.32518,1.32535,0,hold,1.0,0.0012900000000000134,0.015629999999999967,,,
2017-01-06 22:00:00+00:00,1.32377,1.32408,1.32297,1.32317,1.32378,1.32393,0,hold,1.0,-0.0001100000000000545,0.015629999999999967,,,
2017-01-06 23:00:00+00:00,1.32318,1.32395,1.32311,1.32346,1.32317,1.32331,0,hold,1.0,-0.0007200000000000539,0.015629999999999967,,,
2017-01-09 00:00:00+00:00,1.32394,1.32557,1.32374,1.32499,1.32445,1.3251,0,hold,1.0,0.0005599999999998939,0.015629999999999967,,,
2017-01-09 01:00:00+00:00,1.32499,1.32512,1.32393,1.32394,1.32499,1.32532,0,hold,1.0,0.0010999999999998789,0.015629999999999967,,,
2017-01-09 02:00:00+00:00,1.32395,1.32435,1.32317,1.32337,1.32394,1.3242,0,hold,1.0,4.999999999988347e-05,0.015629999999999967,,,
2017-01-09 03:00:00+00:00,1.32344,1.32353,1.32253,1.32284,1.32337,1.32359,0,hold,1.0,-0.000520000000000076,0.015629999999999967,,,
2017-01-09 04:00:00+00:00,1.32284,1.32425,1.32262,1.32415,1.32284,1.32301,0,hold,1.0,-0.0010499999999999954,0.015629999999999967,,,
2017-01-09 05:00:00+00:00,1.32415,1.3251,1.32401,1.32503,1.32415,1.32434,0,hold,1.0,0.00025999999999992696,0.015629999999999967,,,
2017-01-09 06:00:00+00:00,1.32503,1.32543,1.32494,1.32531,1.32503,1.32519,0,hold,1.0,0.0011399999999999189,0.015629999999999967,,,
2017-01-09 07:00:00+00:00,1.32531,1.32618,1.3252,1.32568,1.32531,1.32547,0,hold,1.0,0.0014199999999999768,0.015629999999999967,,,
2017-01-09 08:00:00+00:00,1.32567,1.32624,1.32514,1.32537,1.32568,1.32585,0,hold,1.0,0.0017899999999999583,0.015629999999999967,,,
2017-01-09 09:00:00+00:00,1.32536,1.32686,1.3246,1.32586,1.32537,1.32553,0,hold,1.0,0.0014799999999999258,0.015629999999999967,,,
2017-01-09 10:00:00+00:00,1.32582,1.326,1.32304,1.3234,1.32586,1.32601,0,hold,1.0,0.0019700000000000273,0.015629999999999967,,,
2017-01-09 11:00:00+00:00,1.32341,1.32491,1.32309,1.32486,1.3234,1.32356,0,hold,1.0,-0.0004900000000001015,0.015629999999999967,,,
2017-01-09 12:00:00+00:00,1.32487,1.32655,1.32484,1.32539,1.32486,1.32499,0,hold,1.0,0.0009699999999999154,0.015629999999999967,,,
2017-01-09 13:00:00+00:00,1.32538,1.32603,1.32396,1.32498,1.32539,1.32553,0,hold,1.0,0.0015000000000000568,0.015629999999999967,,,
2017-01-09 14:00:00+00:00,1.32497,1.32768,1.32487,1.3269,1.32498,1.3251,0,hold,1.0,0.0010900000000000354,0.015629999999999967,,,
2017-01-09 15:00:00+00:00,1.32689,1.32697,1.32372,1.32393,1.3269,1.32707,-1,close long,0.0,0.002809999999999957,0.018439999999999925,1.3269,,
2017-01-09 16:00:00+00:00,1.32397,1.32609,1.32369,1.32562,1.32393,1.32407,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 17:00:00+00:00,1.32563,1.32567,1.32065,1.32137,1.32562,1.32576,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 18:00:00+00:00,1.32136,1.32257,1.31965,1.32206,1.32137,1.32151,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 19:00:00+00:00,1.32206,1.3225,1.3208,1.32103,1.32206,1.32219,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 20:00:00+00:00,1.32102,1.3223,1.32075,1.32224,1.32103,1.32118,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 21:00:00+00:00,1.32227,1.32339,1.32169,1.32285,1.32224,1.3224,0,hold,0.0,0,0.018439999999999925,,,
2017-01-09 22:00:00+00:00,1.32286,1.32325,1.32228,1.32299,1.32285,1.32296,0,hold,0.0,0,0.018439999999999925,,,
