Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
buy,2017-01-02 16:15:00+00:00,1.04681,2017-01-02 17:30:00+00:00,1.04676,-0.0002500000000001055
buy,2017-01-02 18:00:00+00:00,1.04731,2017-01-02 19:15:00+00:00,1.04672,-0.0007899999999998684
buy,2017-01-03 00:00:00+00:00,1.04561,2017-01-03 04:45:00+00:00,1.04752,0.0017100000000000782
buy,2017-01-03 05:30:00+00:00,1.04797,2017-01-03 08:00:00+00:00,1.04818,9.999999999821458e-06
buy,2017-01-03 14:45:00+00:00,1.03832,2017-01-03 17:00:00+00:00,1.03879,0.0002700000000001925
buy,2017-01-03 18:15:00+00:00,1.03953,2017-01-04 02:00:00+00:00,1.04171,0.0019799999999998486
buy,2017-01-04 05:30:00+00:00,1.04038,2017-01-04 10:30:00+00:00,1.04306,0.0024800000000000156
buy,2017-01-04 11:15:00+00:00,1.04375,2017-01-04 14:00:00+00:00,1.04311,-0.0008399999999999736
buy,2017-01-04 15:15:00+00:00,1.04375,2017-01-04 18:15:00+00:00,1.04786,0.003910000000000058
short,2017-01-04 19:30:00+00:00,1.04786,2017-01-04 21:00:00+00:00,1.04794,-0.00028000000000008053
short,2017-01-04 21:15:00+00:00,1.04859,2017-01-04 23:00:00+00:00,1.0487,-0.000310000000000055
short,2017-01-05 04:30:00+00:00,1.05199,2017-01-05 07:00:00+00:00,1.0527,-0.0009099999999999881
short,2017-01-05 10:15:00+00:00,1.05569,2017-01-05 10:45:00+00:00,1.05111,0.004380000000000029
buy,2017-01-05 14:00:00+00:00,1.04943,2017-01-05 15:45:00+00:00,1.05407,0.004439999999999977
short,2017-01-05 19:30:00+00:00,1.05992,2017-01-05 23:00:00+00:00,1.05996,-0.00024000000000004053
short,2017-01-06 02:00:00+00:00,1.06036,2017-01-06 04:30:00+00:00,1.05881,0.0013499999999999398
short,2017-01-06 06:45:00+00:00,1.05867,2017-01-06 09:15:00+00:00,1.05783,0.0006399999999999531
short,2017-01-06 12:15:00+00:00,1.06005,2017-01-06 15:00:00+00:00,1.05804,0.0018099999999998465
short,2017-01-06 15:30:00+00:00,1.05881,2017-01-06 16:00:00+00:00,1.05447,0.004140000000000012
buy,2017-01-06 17:45:00+00:00,1.05666,2017-01-06 19:15:00+00:00,1.05498,-0.0018799999999999026
buy,2017-01-09 00:15:00+00:00,1.05328,2017-01-09 02:15:00+00:00,1.05311,-0.00037000000000000227
buy,2017-01-09 02:45:00+00:00,1.05286,2017-01-09 05:15:00+00:00,1.05337,0.00031000000000001166
buy,2017-01-09 08:45:00+00:00,1.05279,2017-01-09 11:15:00+00:00,1.05401,0.00102
buy,2017-01-09 14:00:00+00:00,1.05251,2017-01-09 15:15:00+00:00,1.05172,-0.0009900000000000672
buy,2017-01-09 15:30:00+00:00,1.05268,2017-01-09 18:30:00+00:00,1.05668,0.0038000000000000048
short,2017-01-09 19:30:00+00:00,1.05642,2017-01-10 00:00:00+00:00,1.05804,-0.0018200000000001756
short,2017-01-10 03:45:00+00:00,1.05857,2017-01-10 04:30:00+00:00,1.05888,-0.0005100000000000313
short,2017-01-10 07:30:00+00:00,1.06102,2017-01-10 10:15:00+00:00,1.06015,0.0006700000000001496
short,2017-01-10 12:00:00+00:00,1.05961,2017-01-10 16:00:00+00:00,1.05753,0.001879999999999861
short,2017-01-10 17:30:00+00:00,1.05813,2017-01-10 22:45:00+00:00,1.05609,0.001840000000000043
short,2017-01-11 00:00:00+00:00,1.0552,2017-01-11 02:00:00+00:00,1.0553,-0.0002999999999999878
short,2017-01-11 03:00:00+00:00,1.05574,2017-01-11 03:30:00+00:00,1.05597,-0.0004300000000001733
short,2017-01-11 04:15:00+00:00,1.05552,2017-01-11 07:30:00+00:00,1.05482,0.0004999999999999241
short,2017-01-11 10:15:00+00:00,1.05503,2017-01-11 14:15:00+00:00,1.05034,0.004489999999999862
buy,2017-01-11 15:15:00+00:00,1.05041,2017-01-11 16:15:00+00:00,1.05111,0.0004999999999999241
buy,2017-01-11 18:15:00+00:00,1.0461,2017-01-11 18:30:00+00:00,1.05031,0.004010000000000048
short,2017-01-11 21:30:00+00:00,1.05843,2017-01-12 01:30:00+00:00,1.05823,-2.0816681711721685e-17
short,2017-01-12 06:30:00+00:00,1.06053,2017-01-12 07:45:00+00:00,1.06043,-0.0001000000000000098
short,2017-01-12 11:00:00+00:00,1.06429,2017-01-12 13:30:00+00:00,1.06497,-0.0008800000000000127
short,2017-01-12 15:30:00+00:00,1.06629,2017-01-12 17:00:00+00:00,1.06591,0.00018000000000004818
short,2017-01-12 19:45:00+00:00,1.06599,2017-01-12 22:15:00+00:00,1.06159,0.004199999999999961
buy,2017-01-13 01:45:00+00:00,1.06126,2017-01-13 02:15:00+00:00,1.06077,-0.0006900000000001003
buy,2017-01-13 03:00:00+00:00,1.06102,2017-01-13 04:30:00+00:00,1.0612,-2.000000000015184e-05
buy,2017-01-13 06:45:00+00:00,1.06141,2017-01-13 11:00:00+00:00,1.06339,0.001780000000000094
buy,2017-01-13 11:15:00+00:00,1.06354,2017-01-13 14:15:00+00:00,1.06464,0.0009000000000001021
buy,2017-01-13 14:45:00+00:00,1.06477,2017-01-13 15:30:00+00:00,1.06568,0.0007099999999999676
buy,2017-01-13 18:45:00+00:00,1.06276,2017-01-13 22:45:00+00:00,1.06376,0.0008000000000001131
buy,2017-01-16 02:45:00+00:00,1.06289,2017-01-16 05:30:00+00:00,1.06158,-0.0015099999999999211
buy,2017-01-16 08:00:00+00:00,1.06214,2017-01-16 10:15:00+00:00,1.05916,-0.0031799999999999815
buy,2017-01-16 13:00:00+00:00,1.05866,2017-01-16 17:45:00+00:00,1.06025,0.0013899999999999815
buy,2017-01-16 18:00:00+00:00,1.06066,2017-01-16 18:15:00+00:00,1.05947,-0.0013900000000000232
buy,2017-01-16 19:00:00+00:00,1.06008,2017-01-16 23:45:00+00:00,1.05998,-0.0002999999999999878
buy,2017-01-17 01:45:00+00:00,1.0603,2017-01-17 07:15:00+00:00,1.06462,0.004119999999999881
short,2017-01-17 08:45:00+00:00,1.06514,2017-01-17 10:00:00+00:00,1.06552,-0.0005800000000000458
short,2017-01-17 12:30:00+00:00,1.06595,2017-01-17 12:45:00+00:00,1.06659,-0.0008399999999999727
short,2017-01-17 15:00:00+00:00,1.06835,2017-01-17 16:30:00+00:00,1.07072,-0.002569999999999982
short,2017-01-18 01:15:00+00:00,1.07072,2017-01-18 03:00:00+00:00,1.07099,-0.0004700000000002133
short,2017-01-18 03:15:00+00:00,1.07043,2017-01-18 06:45:00+00:00,1.06981,0.00042000000000006615
short,2017-01-18 07:15:00+00:00,1.06932,2017-01-18 10:00:00+00:00,1.06786,0.001260000000000018
